benchmark_name,benchmark_paper,title,authors,publication,year,url,pdf_url,abstract,cited_by_count,paper_type
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Large language model alignment: A survey,"T Shen,R Jin,Y Huang,C Liu,W Dong, Z Guo… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2309.15025,,"Recent years have witnessed remarkable progress made in large language models (LLMs).Such advancements, while garnering significant attention, have concurrently elicited various …",289.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,"Survey on factuality in large language models: Knowledge, retrieval and domain-specificity","C Wang,X Liu,Y Yue,X Tang,T Zhang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.07521,,"This survey addresses the crucial issue of factuality in Large Language Models (LLMs). AsLLMs find applications across diverse domains, the reliability and accuracy of their outputs …",281.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Evaluating large language models: A comprehensive survey,"Z Guo,R Jin,C Liu,Y Huang,D Shi, L Yu, Y Liu… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.19736,,Large language models (LLMs) have demonstrated remarkable capabilities across a broadspectrum of tasks. They have attracted significant attention and been deployed in numerous …,237.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Cognitive mirage: A review of hallucinations in large language models,"H Ye,T Liu,A Zhang, W Hua,W Jia- arXiv preprint arXiv:2309.06794, 2023",arxiv.org,,https://arxiv.org/abs/2309.06794,,"As large language models continue to develop in the field of AI, text generation systems aresusceptible to a worrisome phenomenon known as hallucination. In this study, we …",218.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,A comprehensive survey on process-oriented automatic text summarization with exploration of llm-based methods,"Y Zhang, H Jin, D Meng, J Wang, J Tan - arXiv preprint arXiv:2403.02901, 2024",arxiv.org,,https://arxiv.org/abs/2403.02901,,"Automatic Text Summarization (ATS), utilizing Natural Language Processing (NLP)algorithms, aims to create concise and accurate summaries, thereby significantly reducing …",223.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,A systematic survey of text summarization: From statistical methods to large language models,"H Zhang,PS Yu,J Zhang- ACM Computing Surveys, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3731445,,"Text summarization research has undergone several significant transformations with theadvent of deep neural networks, pre-trained language models (PLMs), and recent large …",113.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,A comprehensive overview of large language models,"H Naveed,AU Khan,S Qiu,M Saqib,S Anwar… - ACM Transactions on …, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3744746,,Large Language Models (LLMs) have recently demonstrated remarkable capabilities innatural language processing tasks and beyond. This success of LLMs has led to a large …,1815.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Survey of hallucination in natural language generation,"Z Ji,N Lee,R Frieske,T Yu,D Su,Y Xu,E Ishii… - ACM computing …, 2023",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3571730,,Natural Language Generation (NLG) has improved exponentially in recent years thanks tothe development of sequence-to-sequence deep learning technologies such as Transformer …,5570.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Retrieval-augmented generation for large language models: A survey,"Y Gao, Y Xiong, X Gao, K Jia, J Pan,Y Bi… - arXiv preprint arXiv …, 2023",simg.baai.ac.cn,,https://simg.baai.ac.cn/paperfile/25a43194-c74c-4cd3-b60f-0a1f27f8b8af.pdf,,"Large language models (LLMs) demonstrate powerful capabilities, but they still facechallenges in practical applications, such as hallucinations, slow knowledge updates, and …",3542.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Unleashing the potential of prompt engineering in large language models: a comprehensive review,"B Chen,Z Zhang,N Langrené,S Zhu- arXiv preprint arXiv:2310.14735, 2023",arxiv.org,,https://arxiv.org/abs/2310.14735,,This comprehensive review delves into the pivotal role of prompt engineering in unleashingthe capabilities of Large Language Models (LLMs). The development of Artificial Intelligence …,568.0,Survey
HalluLens,HalluLens: LLM Hallucination Benchmark,Towards holistic evaluation of large audio-language models: A comprehensive survey,"CK Yang, NS Ho,H Lee- arXiv preprint arXiv:2505.15957, 2025",arxiv.org,,https://arxiv.org/abs/2505.15957,,"With advancements in large audio-language models (LALMs), which enhance largelanguage models (LLMs) with auditory capabilities, these models are expected to …",19.0,Survey
HalluLens,HalluLens: LLM Hallucination Benchmark,Never compromise to vulnerabilities: A comprehensive survey on ai governance,"Y Jiang,J Zhao, Y Yuan,T Zhang,Y Huang… - arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2508.08789,,"The rapid advancement of AI has expanded its capabilities across domains, yet introducedcritical technical vulnerabilities, such as algorithmic bias and adversarial sensitivity, that …",2.0,Survey
HalluLens,HalluLens: LLM Hallucination Benchmark,A comprehensive taxonomy of hallucinations in large language models,"M Cossio- arXiv preprint arXiv:2508.01781, 2025",arxiv.org,,https://arxiv.org/abs/2508.01781,,"Large language models (LLMs) have revolutionized natural language processing, yet theirpropensity for hallucination, generating plausible but factually incorrect or fabricated content …",9.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,A survey on evaluation of large language models,"Y Chang,X Wang,J Wang,Y Wu,L Yang… - ACM transactions on …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3641289,,"Large language models (LLMs) are gaining increasing popularity in both academia andindustry, owing to their unprecedented performance in various applications. As LLMs …",4405.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,"A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions","L Huang,W Yu,W Ma,W Zhong,Z Feng… - ACM Transactions on …, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3703155,,"The emergence of large language models (LLMs) has marked a significant breakthrough innatural language processing (NLP), fueling a paradigm shift in information acquisition …",3037.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Large language models for information retrieval: A survey,"Y Zhu,H Yuan,S Wang,J Liu,W Liu,C Deng… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2308.07107,,"As a primary means of information acquisition, information retrieval (IR) systems, such assearch engines, have integrated themselves into our daily lives. These systems also serve …",585.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,"Survey on factuality in large language models: Knowledge, retrieval and domain-specificity","C Wang,X Liu,Y Yue,X Tang,T Zhang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.07521,,"This survey addresses the crucial issue of factuality in Large Language Models (LLMs). AsLLMs find applications across diverse domains, the reliability and accuracy of their outputs …",281.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Knowledge conflicts for llms: A survey,"R Xu,Z Qi,Z Guo,C Wang,H Wang,Y Zhang… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2403.08319,,"This survey provides an in-depth analysis of knowledge conflicts for large language models(LLMs), highlighting the complex challenges they encounter when blending contextual and …",188.0,Survey
ETHICS,Aligning AI With Shared Human Values,A survey on evaluation of large language models,"Y Chang,X Wang,J Wang,Y Wu,L Yang… - ACM transactions on …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3641289,,"Large language models (LLMs) are gaining increasing popularity in both academia andindustry, owing to their unprecedented performance in various applications. As LLMs …",4405.0,Survey
ETHICS,Aligning AI With Shared Human Values,Challenges and applications of large language models,"J Kaddour,J Harris,M Mozes,H Bradley… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2307.10169,,"Large Language Models (LLMs) went from non-existent to ubiquitous in the machinelearning discourse within a few years. Due to the fast pace of the field, it is difficult to identify …",768.0,Survey
ETHICS,Aligning AI With Shared Human Values,"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ethics, and key requirements to responsible AI systems and regulation","N Díaz-Rodríguez,J Del Ser,M Coeckelbergh… - Information …, 2023",Elsevier,,https://www.sciencedirect.com/science/article/pii/S1566253523002129,,Abstract Trustworthy Artificial Intelligence (AI) is based on seven technical requirementssustained over three main pillars that should be met throughout the system's entire life cycle …,851.0,Survey
ETHICS,Aligning AI With Shared Human Values,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models.,"B Wang,W Chen,H Pei,C Xie,M Kang,C Zhang,C Xu… - NeurIPS, 2023",blogs.qub.ac.uk,,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/01/A-comprehensive-Assessment-of-Trustworthiness-in-GPT-Models.pdf,,"Abstract Generative Pre-trained Transformer (GPT) models have exhibited exciting progressin their capabilities, capturing the interest of practitioners and the public alike. Yet, while the …",625.0,Survey
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,Ai alignment: A comprehensive survey,"J Ji,T Qiu,B Chen, B Zhang,H Lou, K Wang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.19852,,"AI alignment aims to make AI systems behave in line with human intentions and values. AsAI systems grow more capable, so do risks from misalignment. To provide a comprehensive …",459.0,Survey
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,"Natural language reasoning, a survey","F Yu,H Zhang,P Tiwari,B Wang- ACM Computing Surveys, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3664194,,"This survey article proposes a clearer view of Natural Language Reasoning (NLR) in thefield of Natural Language Processing (NLP), both conceptually and practically …",161.0,Survey
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models.,"B Wang,W Chen,H Pei,C Xie,M Kang,C Zhang,C Xu… - NeurIPS, 2023",blogs.qub.ac.uk,,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/01/A-comprehensive-Assessment-of-Trustworthiness-in-GPT-Models.pdf,,"Abstract Generative Pre-trained Transformer (GPT) models have exhibited exciting progressin their capabilities, capturing the interest of practitioners and the public alike. Yet, while the …",625.0,Survey
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,From pretraining data to language models to downstream tasks: Tracking the trails of political biases leading to unfair NLP models,"S Feng,CY Park,Y Liu,Y Tsvetkov- arXiv preprint arXiv:2305.08283, 2023",arxiv.org,,https://arxiv.org/abs/2305.08283,,"Language models (LMs) are pretrained on diverse data sources, including news, discussionforums, books, and online encyclopedias. A significant portion of this data includes opinions …",373.0,Survey
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,Evaluating the moral beliefs encoded in llms,"N Scherrer,C Shi,A Feder… - Advances in Neural …, 2023",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a2cf225ba392627529efef14dc857e22-Abstract-Conference.html,,"This paper presents a case study on the design, administration, post-processing, andevaluation of surveys on large language models (LLMs). It comprises two components:(1) A …",217.0,Survey
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,Culturally aware and adapted nlp: A taxonomy and a survey of the state of the art,"CC Liu,I Gurevych,A Korhonen- Transactions of the Association for …, 2025",direct.mit.edu,,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00760/131587,,"The surge of interest in culture in NLP has inspired much recent research, but a sharedunderstanding of “culture” remains unclear, making it difficult to evaluate progress in this …",48.0,Survey
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Safetyprompts: a systematic review of open datasets for evaluating and improving large language model safety,"P Röttger,F Pernisi,B Vidgen,D Hovy- Proceedings of the AAAI …, 2025",ojs.aaai.org,,https://ojs.aaai.org/index.php/AAAI/article/view/34975,,The last two years have seen a rapid growth in concerns around the safety of largelanguage models (LLMs). Researchers and practitioners have met these concerns by …,52.0,Survey
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models.,"B Wang,W Chen,H Pei,C Xie,M Kang,C Zhang,C Xu… - NeurIPS, 2023",blogs.qub.ac.uk,,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/01/A-comprehensive-Assessment-of-Trustworthiness-in-GPT-Models.pdf,,"Abstract Generative Pre-trained Transformer (GPT) models have exhibited exciting progressin their capabilities, capturing the interest of practitioners and the public alike. Yet, while the …",625.0,Survey
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Representation engineering: A top-down approach to ai transparency,"A Zou,L Phan,S Chen,J Campbell,P Guo… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.01405,,"In this paper, we identify and characterize the emerging area of representation engineering(RepE), an approach to enhancing the transparency of AI systems that draws on insights …",567.0,Survey
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Unsolved problems in ml safety,"D Hendrycks,N Carlini,J Schulman… - arXiv preprint arXiv …, 2021",arxiv.org,,https://arxiv.org/abs/2109.13916,,"Machine learning (ML) systems are rapidly increasing in size, are acquiring newcapabilities, and are increasingly deployed in high-stakes settings. As with other powerful …",459.0,Survey
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Open-Ethical AI: Advancements in Open-Source Human-Centric Neural Language Models,"S Sicari,JF Cevallos M,A Rizzardi… - ACM Computing …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3703454,,"This survey summarises the most recent methods for building and assessing helpful, honest,and harmless neural language models, considering small, medium, and large-size models …",9.0,Survey
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,Evaluating large language models: A comprehensive survey,"Z Guo,R Jin,C Liu,Y Huang,D Shi, L Yu, Y Liu… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.19736,,Large language models (LLMs) have demonstrated remarkable capabilities across a broadspectrum of tasks. They have attracted significant attention and been deployed in numerous …,237.0,Survey
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,"Navigating llm ethics: Advancements, challenges, and future directions","J Jiao,S Afroogh,Y Xu,C Phillips- AI and Ethics, 2025",Springer,,https://link.springer.com/article/10.1007/s43681-025-00814-5,,This study addresses ethical issues surrounding Large Language Models (LLMs) within thefield of artificial intelligence. It explores the common ethical challenges posed by both LLMs …,91.0,Survey
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,Evaluating the moral beliefs encoded in llms,"N Scherrer,C Shi,A Feder… - Advances in Neural …, 2023",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a2cf225ba392627529efef14dc857e22-Abstract-Conference.html,,"This paper presents a case study on the design, administration, post-processing, andevaluation of surveys on large language models (LLMs). It comprises two components:(1) A …",217.0,Survey
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,Large language model alignment: A survey,"T Shen,R Jin,Y Huang,C Liu,W Dong, Z Guo… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2309.15025,,"Recent years have witnessed remarkable progress made in large language models (LLMs).Such advancements, while garnering significant attention, have concurrently elicited various …",289.0,Survey
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,Knowledge of cultural moral norms in large language models,"A Ramezani,Y Xu- arXiv preprint arXiv:2306.01857, 2023",arxiv.org,,https://arxiv.org/abs/2306.01857,,"Moral norms vary across cultures. A recent line of work suggests that English large languagemodels contain human-like moral biases, but these studies typically do not examine moral …",121.0,Survey
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,Safetyprompts: a systematic review of open datasets for evaluating and improving large language model safety,"P Röttger,F Pernisi,B Vidgen,D Hovy- Proceedings of the AAAI …, 2025",ojs.aaai.org,,https://ojs.aaai.org/index.php/AAAI/article/view/34975,,The last two years have seen a rapid growth in concerns around the safety of largelanguage models (LLMs). Researchers and practitioners have met these concerns by …,52.0,Survey
MoralBench,MoralBench: Moral Evaluation of LLMs,"Large language model psychometrics: A systematic review of evaluation, validation, and enhancement","H Ye, J Jin,Y Xie, X Zhang,G Song- arXiv preprint arXiv:2505.08245, 2025",arxiv.org,,https://arxiv.org/abs/2505.08245,,"The rapid advancement of large language models (LLMs) has outpaced traditionalevaluation methodologies. It presents novel challenges, such as measuring human-like …",12.0,Survey
MoralBench,MoralBench: Moral Evaluation of LLMs,Recommender systems meet large language model agents: A survey,"X Zhu,Y Wang,H Gao,W Xu,C Wang… - … and Trends® in …, 2025",nowpublishers.com,,https://www.nowpublishers.com/article/Details/SEC-050,,"In recent years, the integration of Large Language Models (LLMs) and RecommenderSystems (RS) has revolutionized the way personalized and intelligent user experiences are …",15.0,Survey
MoralBench,MoralBench: Moral Evaluation of LLMs,Normative evaluation of large language models with everyday moral dilemmas,"P Sachdeva, T van Nuenen - Proceedings of the 2025 ACM Conference …, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3715275.3732044,,The rapid adoption of large language models (LLMs) has spurred extensive research intotheir encoded moral norms and decision-making processes. While prior work often …,6.0,Survey
MoralBench,MoralBench: Moral Evaluation of LLMs,Whose morality do they speak? Unraveling cultural bias in multilingual language models,"M Aksoy- Natural Language Processing Journal, 2025",Elsevier,,https://www.sciencedirect.com/science/article/pii/S2949719125000482,,"Large language models (LLMs) have become integral tools in diverse domains, yet theirmoral reasoning capabilities across cultural and linguistic contexts remain underexplored …",9.0,Survey
MoralBench,MoralBench: Moral Evaluation of LLMs,Large Language Models meet moral values: A comprehensive assessment of moral abilities,"L Bulla,S De Giorgis,M Mongiovì… - Computers in Human …, 2025",Elsevier,,https://www.sciencedirect.com/science/article/pii/S2451958825000247,,"Automatic moral classification in textual data is crucial for various fields including NaturalLanguage Processing (NLP), social sciences, and ethical AI development. Despite …",10.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,Ai alignment: A comprehensive survey,"J Ji,T Qiu,B Chen, B Zhang,H Lou, K Wang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.19852,,"AI alignment aims to make AI systems behave in line with human intentions and values. AsAI systems grow more capable, so do risks from misalignment. To provide a comprehensive …",459.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,Evaluating large language models: A comprehensive survey,"Z Guo,R Jin,C Liu,Y Huang,D Shi, L Yu, Y Liu… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.19736,,Large language models (LLMs) have demonstrated remarkable capabilities across a broadspectrum of tasks. They have attracted significant attention and been deployed in numerous …,237.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models.,"B Wang,W Chen,H Pei,C Xie,M Kang,C Zhang,C Xu… - NeurIPS, 2023",blogs.qub.ac.uk,,https://blogs.qub.ac.uk/wp-content/uploads/sites/7/2024/01/A-comprehensive-Assessment-of-Trustworthiness-in-GPT-Models.pdf,,"Abstract Generative Pre-trained Transformer (GPT) models have exhibited exciting progressin their capabilities, capturing the interest of practitioners and the public alike. Yet, while the …",625.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,Evaluating the moral beliefs encoded in llms,"N Scherrer,C Shi,A Feder… - Advances in Neural …, 2023",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a2cf225ba392627529efef14dc857e22-Abstract-Conference.html,,"This paper presents a case study on the design, administration, post-processing, andevaluation of surveys on large language models (LLMs). It comprises two components:(1) A …",217.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,Large language model alignment: A survey,"T Shen,R Jin,Y Huang,C Liu,W Dong, Z Guo… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2309.15025,,"Recent years have witnessed remarkable progress made in large language models (LLMs).Such advancements, while garnering significant attention, have concurrently elicited various …",289.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,"Natural language reasoning, a survey","F Yu,H Zhang,P Tiwari,B Wang- ACM Computing Surveys, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3664194,,"This survey article proposes a clearer view of Natural Language Reasoning (NLR) in thefield of Natural Language Processing (NLP), both conceptually and practically …",161.0,Survey
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,A survey on fairness in large language models,"Y Li,M Du,R Song,X Wang,Y Wang- arXiv preprint arXiv:2308.10149, 2023",arxiv.org,,https://arxiv.org/abs/2308.10149,,"Large Language Models (LLMs) have shown powerful performance and developmentprospects and are widely deployed in the real world. However, LLMs can capture social …",166.0,Survey
