benchmark_name,benchmark_paper,title,authors,publication,year,url,pdf_url,abstract,cited_by_count,paper_type
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Position: Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu… - International …, 2024",proceedings.mlr.press,,http://proceedings.mlr.press/v235/huang24x.html,,"Large language models (LLMs) have gained considerable attention for their excellentnatural language processing capabilities. Nonetheless, these LLMs present many …",88.0,Methodology
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Lm vs lm: Detecting factual errors via cross examination,"R Cohen, M Hamri,M Geva,A Globerson- arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2305.13281,,"A prominent weakness of modern language models (LMs) is their tendency to generatefactually incorrect text, which hinders their usability. A natural question is whether such …",180.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,React: Synergizing reasoning and acting in language models,"S Yao,J Zhao,D Yu,N Du,I Shafran… - The eleventh …, 2022",openreview.net,,https://openreview.net/forum?id=WE_vluYUL-X,,"While large language models (LLMs) have demonstrated impressive capabilities acrosstasks in language understanding and interactive decision making, their abilities for …",5155.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Factscore: Fine-grained atomic evaluation of factual precision in long form text generation,"S Min,K Krishna,X Lyu,M Lewis,W Yih… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2305.14251,,Evaluating the factuality of long-form text generated by large language models (LMs) is non-trivial because (1) generations often contain a mixture of supported and unsupported pieces …,875.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Beyond the imitation game: Quantifying and extrapolating the capabilities of language models,"A Srivastava, A Rastogi, A Rao,AAM Shoeb… - … on machine learning …, 2023",openreview.net,,https://openreview.net/forum?id=uyTL5Bvosj&nesting=2&sort=date-desc,,"Language models demonstrate both quantitative improvement and new qualitativecapabilities with increasing scale. Despite their potentially transformative impact, these new …",2020.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Improving text embeddings with large language models,"L Wang,N Yang,X Huang,L Yang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2401.00368,,"In this paper, we introduce a novel and simple method for obtaining high-quality textembeddings using only synthetic data and less than 1k training steps. Unlike existing …",579.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Text embeddings by weakly-supervised contrastive pre-training,"L Wang,N Yang,X Huang,B Jiao,L Yang… - arXiv preprint arXiv …, 2022",arxiv.org,,https://arxiv.org/abs/2212.03533,,"This paper presents E5, a family of state-of-the-art text embeddings that transfer well to awide range of tasks. The model is trained in a contrastive manner with weak supervision …",876.0,Methodology
HalluLens,HalluLens: LLM Hallucination Benchmark,Stress testing deliberative alignment for anti-scheming training,"B Schoen, E Nitishinskaya,M Balesni… - arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2509.15541,,"Highly capable AI systems could secretly pursue misaligned goals--what we call"" scheming"".Because a scheming AI would deliberately try to hide its misaligned goals and actions …",4.0,Methodology
HalluLens,HalluLens: LLM Hallucination Benchmark,The hallucination tax of reinforcement finetuning,"L Song,T Shi,J Zhao- arXiv preprint arXiv:2505.13988, 2025",arxiv.org,,https://arxiv.org/abs/2505.13988,,"Reinforcement finetuning (RFT) has become a standard approach for enhancing thereasoning capabilities of large language models (LLMs). However, its impact on model …",8.0,Methodology
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu,Q Zhang, Y Li… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2401.05561,,"Large language models (LLMs), exemplified by ChatGPT, have gained considerableattention for their excellent natural language processing capabilities. Nonetheless, these …",487.0,Methodology
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Raft: Adapting language model to domain specific rag,"T Zhang,SG Patil,N Jain,S Shen,M Zaharia… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2403.10131,,"Pretraining Large Language Models (LLMs) on large corpora of textual data is now astandard paradigm. When using these LLMs for many downstream applications, it is …",296.0,Methodology
ETHICS,Aligning AI With Shared Human Values,Universal and transferable adversarial attacks on aligned language models,"A Zou,Z Wang,N Carlini,M Nasr,JZ Kolter… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2307.15043,,"Because"" out-of-the-box"" large language models are capable of generating a great deal ofobjectionable content, recent work has focused on aligning these models in an attempt to …",2181.0,Methodology
ETHICS,Aligning AI With Shared Human Values,Beyond the imitation game: Quantifying and extrapolating the capabilities of language models,"A Srivastava, A Rastogi, A Rao,AAM Shoeb… - … on machine learning …, 2023",openreview.net,,https://openreview.net/forum?id=uyTL5Bvosj&nesting=2&sort=date-desc,,"Language models demonstrate both quantitative improvement and new qualitativecapabilities with increasing scale. Despite their potentially transformative impact, these new …",2020.0,Methodology
ETHICS,Aligning AI With Shared Human Values,Tree of attacks: Jailbreaking black-box llms automatically,"A Mehrotra,M Zampetakis… - Advances in …, 2024",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2024/hash/70702e8cbb4890b4a467b984ae59828a-Abstract-Conference.html,,"Abstract While Large Language Models (LLMs) display versatile functionality, they continueto generate harmful, biased, and toxic content, as demonstrated by the prevalence of human …",424.0,Methodology
ETHICS,Aligning AI With Shared Human Values,Scaling and evaluating sparse autoencoders,"L Gao,TD la Tour, H Tillman,G Goh, R Troll… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2406.04093,,Sparse autoencoders provide a promising unsupervised approach for extractinginterpretable features from a language model by reconstructing activations from a sparse …,303.0,Methodology
ETHICS,Aligning AI With Shared Human Values,Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu,Q Zhang, Y Li… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2401.05561,,"Large language models (LLMs), exemplified by ChatGPT, have gained considerableattention for their excellent natural language processing capabilities. Nonetheless, these …",487.0,Methodology
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,Refiner: Reasoning feedback on intermediate representations,"D Paul,M Ismayilzada,M Peyrard,B Borges… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2304.01904,,"Language models (LMs) have recently shown remarkable performance on reasoning tasksby explicitly generating intermediate inferences, eg, chain-of-thought prompting. However …",242.0,Methodology
Moral Stories,Moral Stories: Situated Reasoning about Norms Intents Actions and their Consequences,Training socially aligned language models in simulated human society,"R Liu,R Yang,C Jia,G Zhang,D Zhou… - arXiv preprint arXiv …, 2023",proceedings.iclr.cc,,https://proceedings.iclr.cc/paper_files/paper/2024/file/d763b4a2dde0ae7b77498516ce9f439e-Paper-Conference.pdf,,"Social alignment in AI systems aims to ensure that these models behave according toestablished societal values. However, unlike humans, who derive consensus on value …",142.0,Methodology
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu,Q Zhang, Y Li… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2401.05561,,"Large language models (LLMs), exemplified by ChatGPT, have gained considerableattention for their excellent natural language processing capabilities. Nonetheless, these …",487.0,Methodology
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Position: Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu… - International …, 2024",proceedings.mlr.press,,http://proceedings.mlr.press/v235/huang24x.html,,"Large language models (LLMs) have gained considerable attention for their excellentnatural language processing capabilities. Nonetheless, these LLMs present many …",88.0,Methodology
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Multi-turn reinforcement learning with preference human feedback,"L Shani,A Rosenberg,A Cassel… - Advances in …, 2024",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d77a7b289361abff82bdd2fb537ae152-Abstract-Conference.html,,"Abstract Reinforcement Learning from Human Feedback (RLHF) has become the standardapproach for aligning Large Language Models (LLMs) with human preferences, allowing …",51.0,Methodology
Jiminy Cricket,What Would Jiminy Cricket Do? Towards Agents That Behave Morally,Moca: Measuring human-language model alignment on causal and moral judgment tasks,"A Nie,Y Zhang,AS Amdekar,C Piech… - Advances in …, 2023",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/f751c6f8bfb52c60f43942896fe65904-Abstract-Conference.html,,Human commonsense understanding of the physical and social world is organized aroundintuitive theories. These theories support making causal and moral judgments. When …,69.0,Methodology
SCRUPLES,Scruples: A Corpus of Community Ethical Judgments on 32000 Real-Life Anecdotes,Moca: Measuring human-language model alignment on causal and moral judgment tasks,"A Nie,Y Zhang,AS Amdekar,C Piech… - Advances in …, 2023",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/f751c6f8bfb52c60f43942896fe65904-Abstract-Conference.html,,Human commonsense understanding of the physical and social world is organized aroundintuitive theories. These theories support making causal and moral judgments. When …,69.0,Methodology
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu,Q Zhang, Y Li… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2401.05561,,"Large language models (LLMs), exemplified by ChatGPT, have gained considerableattention for their excellent natural language processing capabilities. Nonetheless, these …",487.0,Methodology
Social Chemistry 101,Social Chemistry 101: Learning to Reason about Social and Moral Norms,Position: Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu… - International …, 2024",proceedings.mlr.press,,http://proceedings.mlr.press/v235/huang24x.html,,"Large language models (LLMs) have gained considerable attention for their excellentnatural language processing capabilities. Nonetheless, these LLMs present many …",88.0,Methodology
Delphi,Delphi: Towards Machine Ethics and Norms,Collective constitutional ai: Aligning a language model with public input,"S Huang,D Siddarth, L Lovitt,TI Liao… - Proceedings of the …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3630106.3658979,,"There is growing consensus that language model (LM) developers should not be the soledeciders of LM behavior, creating a need for methods that enable the broader public to …",102.0,Methodology
STORAL,A Corpus for Understanding and Generating Moral Stories,Slam-omni: Timbre-controllable voice interaction system with single-stage training,"W Chen,Z Ma,R Yan,Y Liang,X Li, R Xu,Z Niu… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2412.15649,,"Recent advancements highlight the potential of end-to-end real-time spoken dialoguesystems, showcasing their low latency and high quality. In this paper, we introduce SLAM …",36.0,Methodology
Moral Integrity Corpus,The Moral Integrity Corpus: A Benchmark for Ethical Dialogue Systems,Training socially aligned language models in simulated human society,"R Liu,R Yang,C Jia,G Zhang,D Zhou… - arXiv preprint arXiv …, 2023",proceedings.iclr.cc,,https://proceedings.iclr.cc/paper_files/paper/2024/file/d763b4a2dde0ae7b77498516ce9f439e-Paper-Conference.pdf,,"Social alignment in AI systems aims to ensure that these models behave according toestablished societal values. However, unlike humans, who derive consensus on value …",142.0,Methodology
Moral Integrity Corpus,The Moral Integrity Corpus: A Benchmark for Ethical Dialogue Systems,Moca: Measuring human-language model alignment on causal and moral judgment tasks,"A Nie,Y Zhang,AS Amdekar,C Piech… - Advances in …, 2023",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/f751c6f8bfb52c60f43942896fe65904-Abstract-Conference.html,,Human commonsense understanding of the physical and social world is organized aroundintuitive theories. These theories support making causal and moral judgments. When …,69.0,Methodology
RobustBench,RobustBench: a standardized adversarial robustness benchmark,Better diffusion models further improve adversarial training,"Z Wang,T Pang,C Du,M Lin… - … on machine learning, 2023",proceedings.mlr.press,,http://proceedings.mlr.press/v202/wang23ad.html,,It has been recognized that the data generated by the denoising diffusion probabilisticmodel (DDPM) improves adversarial training. After two years of rapid development in …,347.0,Methodology
RobustBench,RobustBench: a standardized adversarial robustness benchmark,Visual adversarial examples jailbreak aligned large language models,"X Qi,K Huang,A Panda,P Henderson… - Proceedings of the …, 2024",ojs.aaai.org,,https://ojs.aaai.org/index.php/AAAI/article/view/30150,,"Warning: this paper contains data, prompts, and model outputs that are offensive in nature.Recently, there has been a surge of interest in integrating vision into Large Language …",331.0,Methodology
RobustBench,RobustBench: a standardized adversarial robustness benchmark,Diffusion models for adversarial purification,"W Nie,B Guo,Y Huang,C Xiao,A Vahdat… - arXiv preprint arXiv …, 2022",arxiv.org,,https://arxiv.org/abs/2205.07460,,Adversarial purification refers to a class of defense methods that remove adversarialperturbations using a generative model. These methods do not make assumptions on the …,743.0,Methodology
RobustBench,RobustBench: a standardized adversarial robustness benchmark,Continual test-time domain adaptation,"Q Wang,O Fink,L Van Gool… - Proceedings of the IEEE …, 2022",openaccess.thecvf.com,,http://openaccess.thecvf.com/content/CVPR2022/html/Wang_Continual_Test-Time_Domain_Adaptation_CVPR_2022_paper.html,,Test-time domain adaptation aims to adapt a source pre-trained model to a target domainwithout using any source data. Existing works mainly consider the case where the target …,709.0,Methodology
RobustBench,RobustBench: a standardized adversarial robustness benchmark,Jailbreaking leading safety-aligned llms with simple adaptive attacks,"M Andriushchenko,F Croce,N Flammarion- arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2404.02151,,"We show that even the most recent safety-aligned LLMs are not robust to simple adaptivejailbreaking attacks. First, we demonstrate how to successfully leverage access to logprobs …",284.0,Methodology
AutoAttack,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Better diffusion models further improve adversarial training,"Z Wang,T Pang,C Du,M Lin… - … on machine learning, 2023",proceedings.mlr.press,,http://proceedings.mlr.press/v202/wang23ad.html,,It has been recognized that the data generated by the denoising diffusion probabilisticmodel (DDPM) improves adversarial training. After two years of rapid development in …,347.0,Methodology
AutoAttack,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Diffusion models for adversarial purification,"W Nie,B Guo,Y Huang,C Xiao,A Vahdat… - arXiv preprint arXiv …, 2022",arxiv.org,,https://arxiv.org/abs/2205.07460,,Adversarial purification refers to a class of defense methods that remove adversarialperturbations using a generative model. These methods do not make assumptions on the …,743.0,Methodology
AutoAttack,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Square attack: a query-efficient black-box adversarial attack via random search,"M Andriushchenko,F Croce,N Flammarion… - European conference on …, 2020",Springer,,https://link.springer.com/chapter/10.1007/978-3-030-58592-1_29,,"Abstract We propose the Square Attack, a score-based black-box l 2-and l∞-adversarialattack that does not rely on local gradient information and thus is not affected by gradient …",1428.0,Methodology
AutoAttack,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Data augmentation can improve robustness,"SA Rebuffi,S Gowal,DA Calian… - Advances in neural …, 2021",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper/2021/hash/fb4c48608ce8825b558ccf07169a3421-Abstract.html,,"Adversarial training suffers from robust overfitting, a phenomenon where the robust testaccuracy starts to decrease during training. In this paper, we focus on reducing robust …",524.0,Methodology
AutoAttack,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,Defensive unlearning with adversarial training for robust concept erasure in diffusion models,"Y Zhang,X Chen,J Jia,Y Zhang… - Advances in neural …, 2024",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2024/hash/40954ac18a457dd5f11145bae6454cdf-Abstract-Conference.html,,"Diffusion models (DMs) have achieved remarkable success in text-to-image generation, butthey also pose safety risks, such as the potential generation of harmful content and copyright …",103.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Dinov2: Learning robust visual features without supervision,"M Oquab,T Darcet,T Moutakanni,H Vo… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2304.07193,,The recent breakthroughs in natural language processing for model pretraining on largequantities of data have opened the way for similar foundation models in computer vision …,5336.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Reproducible scaling laws for contrastive language-image learning,"M Cherti, R Beaumont,R Wightman… - Proceedings of the …, 2023",openaccess.thecvf.com,,https://openaccess.thecvf.com/content/CVPR2023/html/Cherti_Reproducible_Scaling_Laws_for_Contrastive_Language-Image_Learning_CVPR_2023_paper,,"Scaling up neural networks has led to remarkable performance across a wide range oftasks. Moreover, performance often follows reliable scaling laws as a function of training set …",1238.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Scaling vision transformers to 22 billion parameters,"M Dehghani,J Djolonga,B Mustafa… - International …, 2023",proceedings.mlr.press,,http://proceedings.mlr.press/v202/dehghani23a.html,,"The scaling of Transformers has driven breakthrough capabilities for language models. Atpresent, the largest large language models (LLMs) contain upwards of 100B parameters …",824.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Cellpose 2.0: how to train your own model,"M Pachitariu,C Stringer- Nature methods, 2022",nature.com,,https://www.nature.com/articles/s41592-022-01663-4,,"Pretrained neural network models for biological segmentation can provide good out-of-the-box results for many image types. However, such models do not allow users to adapt the …",1063.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,A convnet for the 2020s,"Z Liu,H Mao,CY Wu,C Feichtenhofer… - Proceedings of the …, 2022",openaccess.thecvf.com,,http://openaccess.thecvf.com/content/CVPR2022/html/Liu_A_ConvNet_for_the_2020s_CVPR_2022_paper.html,,"The"" Roaring 20s"" of visual recognition began with the introduction of Vision Transformers(ViTs), which quickly superseded ConvNets as the state-of-the-art image classification …",10224.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Repvit: Revisiting mobile cnn from vit perspective,"A Wang,H Chen,Z Lin,J Han… - Proceedings of the IEEE …, 2024",openaccess.thecvf.com,,http://openaccess.thecvf.com/content/CVPR2024/html/Wang_RepViT_Revisiting_Mobile_CNN_From_ViT_Perspective_CVPR_2024_paper.html,,Abstract Recently lightweight Vision Transformers (ViTs) demonstrate superior performanceand lower latency compared with lightweight Convolutional Neural Networks (CNNs) on …,580.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Masked autoencoders are scalable vision learners,"K He,X Chen,S Xie,Y Li,P Dollár… - Proceedings of the …, 2022",openaccess.thecvf.com,,https://openaccess.thecvf.com/content/CVPR2022/html/He_Masked_Autoencoders_Are_Scalable_Vision_Learners_CVPR_2022_paper,,This paper shows that masked autoencoders (MAE) are scalable self-supervised learnersfor computer vision. Our MAE approach is simple: we mask random patches of the input …,12162.0,Methodology
ImageNet-C / ImageNet-P,Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,Learning transferable visual models from natural language supervision,"A Radford,JW Kim, C Hallacy… - International …, 2021",proceedings.mlr.press,,http://proceedings.mlr.press/v139/radford21a,,State-of-the-art computer vision systems are trained to predict a fixed set of predeterminedobject categories. This restricted form of supervision limits their generality and usability since …,46323.0,Methodology
WILDS,WILDS: A Benchmark of in-the-Wild Distribution Shifts,Towards a general-purpose foundation model for computational pathology,"RJ Chen,T Ding,MY Lu,DFK Williamson,G Jaume… - Nature medicine, 2024",nature.com,,https://www.nature.com/articles/s41591-024-02857-3,,"Quantitative evaluation of tissue images is crucial for computational pathology (CPath) tasks,requiring the objective characterization of histopathological entities from whole-slide images …",1031.0,Methodology
WILDS,WILDS: A Benchmark of in-the-Wild Distribution Shifts,Transfer learning in environmental remote sensing,"Y Ma,S Chen,S Ermon,DB Lobell- Remote Sensing of Environment, 2024",Elsevier,,https://www.sciencedirect.com/science/article/pii/S0034425723004765,,Abstract Machine learning (ML) has proven to be a powerful tool for utilizing the rapidlyincreasing amounts of remote sensing data for environmental monitoring. Yet ML models …,291.0,Methodology
OoD-Bench,OoD-Bench: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,A sentence speaks a thousand images: Domain generalization through distilling clip with language guidance,"Z Huang,A Zhou,Z Ling,M Cai… - Proceedings of the …, 2023",openaccess.thecvf.com,,http://openaccess.thecvf.com/content/ICCV2023/html/Huang_A_Sentence_Speaks_a_Thousand_Images_Domain_Generalization_through_Distilling_ICCV_2023_paper.html,,Abstract Domain generalization studies the problem of training a model with samples fromseveral domains (or distributions) and then testing the model with samples from a new …,58.0,Methodology
OoD-Bench,OoD-Bench: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,Improved test-time adaptation for domain generalization,"L Chen, Y Zhang,Y Song,Y Shan… - Proceedings of the …, 2023",openaccess.thecvf.com,,http://openaccess.thecvf.com/content/CVPR2023/html/Chen_Improved_Test-Time_Adaptation_for_Domain_Generalization_CVPR_2023_paper.html,,The main challenge in domain generalization (DG) is to handle the distribution shift problemthat lies between the training and test data. Recent studies suggest that test-time training …,84.0,Methodology
OoD-Bench,OoD-Bench: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,Feed two birds with one scone: Exploiting wild data for both out-of-distribution generalization and detection,"H Bai,G Canal,X Du,J Kwon… - … on Machine Learning, 2023",proceedings.mlr.press,,https://proceedings.mlr.press/v202/bai23a.html,,"Modern machine learning models deployed in the wild can encounter both covariate andsemantic shifts, giving rise to the problems of out-of-distribution (OOD) generalization and …",65.0,Methodology
OoD-Bench,OoD-Bench: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,Sparse invariant risk minimization,"X Zhou,Y Lin,W Zhang… - … Conference on Machine …, 2022",proceedings.mlr.press,,https://proceedings.mlr.press/v162/zhou22e.html,,"Abstract Invariant Risk Minimization (IRM) is an emerging invariant feature extractingtechnique to help generalization with distributional shift. However, we find that there exists a …",92.0,Methodology
OoD-Bench,OoD-Bench: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,Domain generalization via rationale invariance,"L Chen, Y Zhang,Y Song… - Proceedings of the …, 2023",openaccess.thecvf.com,,http://openaccess.thecvf.com/content/ICCV2023/html/Chen_Domain_Generalization_via_Rationale_Invariance_ICCV_2023_paper.html,,"This paper offers a new perspective to ease the challenge of domain generalization, whichinvolves maintaining robust results even in unseen environments. Our design focuses on the …",44.0,Methodology
SoK: Certified Robustness,SoK: Certified Robustness for Deep Neural Networks,Universal and transferable adversarial attacks on aligned language models,"A Zou,Z Wang,N Carlini,M Nasr,JZ Kolter… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2307.15043,,"Because"" out-of-the-box"" large language models are capable of generating a great deal ofobjectionable content, recent work has focused on aligning these models in an attempt to …",2181.0,Methodology
SoK: Certified Robustness,SoK: Certified Robustness for Deep Neural Networks,Visual adversarial examples jailbreak aligned large language models,"X Qi,K Huang,A Panda,P Henderson… - Proceedings of the …, 2024",ojs.aaai.org,,https://ojs.aaai.org/index.php/AAAI/article/view/30150,,"Warning: this paper contains data, prompts, and model outputs that are offensive in nature.Recently, there has been a surge of interest in integrating vision into Large Language …",331.0,Methodology
SoK: Certified Robustness,SoK: Certified Robustness for Deep Neural Networks,Attention-enhancing backdoor attacks against bert-based models,"W Lyu,S Zheng,L Pang,H Ling,C Chen- arXiv preprint arXiv:2310.14480, 2023",arxiv.org,,https://arxiv.org/abs/2310.14480,,Recent studies have revealed that\textit {Backdoor Attacks} can threaten the safety of naturallanguage processing (NLP) models. Investigating the strategies of backdoor attacks will help …,82.0,Methodology
