benchmark_name,benchmark_paper,title,authors,publication,year,url,pdf_url,abstract,cited_by_count,paper_type
HaluEval,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Hallucination is inevitable: An innate limitation of large language models,"Z Xu,S Jain,M Kankanhalli- arXiv preprint arXiv:2401.11817, 2024",arxiv.org,,https://arxiv.org/abs/2401.11817,,Hallucination has been widely recognized to be a significant drawback for large languagemodels (LLMs). There have been many works that attempt to reduce the extent of …,723.0,Other
HaluEval,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Ragas: Automated evaluation of retrieval augmented generation,"S Es,J James,LE Anke… - Proceedings of the 18th …, 2024",aclanthology.org,,https://aclanthology.org/2024.eacl-demo.16/,,"Abstract We introduce RAGAs (Retrieval Augmented Generation Assessment), a frameworkfor reference-free evaluation of Retrieval Augmented Generation (RAG) pipelines. RAGAs is …",795.0,Methodology
HaluEval,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Large language models for information retrieval: A survey,"Y Zhu,H Yuan,S Wang,J Liu,W Liu,C Deng… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2308.07107,,"As a primary means of information acquisition, information retrieval (IR) systems, such assearch engines, have integrated themselves into our daily lives. These systems also serve …",585.0,Survey
HaluEval,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Large legal fictions: Profiling legal hallucinations in large language models,"M Dahl, V Magesh,M Suzgun… - Journal of Legal Analysis, 2024",academic.oup.com,,https://academic.oup.com/jla/article-abstract/16/1/64/7699227,,"Do large language models (LLMs) know the law? LLMs are increasingly being used toaugment legal practice, education, and research, yet their revolutionary potential is …",295.0,Other
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,A survey on evaluation of large language models,"Y Chang,X Wang,J Wang,Y Wu,L Yang… - ACM transactions on …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3641289,,"Large language models (LLMs) are gaining increasing popularity in both academia andindustry, owing to their unprecedented performance in various applications. As LLMs …",4405.0,Survey
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Survey of hallucination in natural language generation,"Z Ji,N Lee,R Frieske,T Yu,D Su,Y Xu,E Ishii… - ACM computing …, 2023",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3571730,,Natural Language Generation (NLG) has improved exponentially in recent years thanks tothe development of sequence-to-sequence deep learning technologies such as Transformer …,5570.0,Survey
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Detecting hallucinations in large language models using semantic entropy,"S Farquhar,J Kossen,L Kuhn,Y Gal- Nature, 2024",nature.com,,https://www.nature.com/articles/s41586-024-07421-0,,"Large language model (LLM) systems, such as ChatGPT or Gemini, can show impressivereasoning and question-answering capabilities but often 'hallucinate'false outputs and …",772.0,Methodology
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Halueval: A large-scale hallucination evaluation benchmark for large language models,"J Li,X Cheng,WX Zhao,JY Nie,JR Wen- arXiv preprint arXiv:2305.11747, 2023",arxiv.org,,https://arxiv.org/abs/2305.11747,,"Large language models (LLMs), such as ChatGPT, are prone to generate hallucinations, ie,content that conflicts with the source or cannot be verified by the factual knowledge. To …",650.0,Benchmark
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Enabling large language models to generate text with citations,"T Gao,H Yen,J Yu,D Chen- arXiv preprint arXiv:2305.14627, 2023",arxiv.org,,https://arxiv.org/abs/2305.14627,,"Large language models (LLMs) have emerged as a widely-used tool for informationseeking, but their generated outputs are prone to hallucination. In this work, our aim is to …",437.0,Methodology
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,"Rarr: Researching and revising what language models say, using language models","L Gao,Z Dai,P Pasupat,A Chen,AT Chaganty… - arXiv preprint arXiv …, 2022",arxiv.org,,https://arxiv.org/abs/2210.08726,,"Language models (LMs) now excel at many tasks such as few-shot learning, questionanswering, reasoning, and dialog. However, they sometimes generate unsupported or …",395.0,Methodology
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Large language model alignment: A survey,"T Shen,R Jin,Y Huang,C Liu,W Dong, Z Guo… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2309.15025,,"Recent years have witnessed remarkable progress made in large language models (LLMs).Such advancements, while garnering significant attention, have concurrently elicited various …",289.0,Survey
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Making retrieval-augmented language models robust to irrelevant context,"O Yoran,T Wolfson,O Ram,J Berant- arXiv preprint arXiv:2310.01558, 2023",arxiv.org,,https://arxiv.org/abs/2310.01558,,"Retrieval-augmented language models (RALMs) hold promise to produce languageunderstanding systems that are are factual, efficient, and up-to-date. An important …",259.0,Methodology
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,Does fine-tuning llms on new knowledge encourage hallucinations?,"Z Gekhman,G Yona,R Aharoni,M Eyal… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2405.05904,,"When large language models are aligned via supervised fine-tuning, they may encounternew factual information that was not acquired through pre-training. It is often conjectured that …",198.0,Methodology
TRUE,TRUE: Re-evaluating Factual Consistency Evaluation,AlignScore: Evaluating factual consistency with a unified alignment function,"Y Zha,Y Yang,R Li,Z Hu- arXiv preprint arXiv:2305.16739, 2023",arxiv.org,,https://arxiv.org/abs/2305.16739,,Many text generation applications require the generated text to be factually consistent withinput information. Automatic evaluation of factual consistency is challenging. Previous work …,271.0,Methodology
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,"Survey on factuality in large language models: Knowledge, retrieval and domain-specificity","C Wang,X Liu,Y Yue,X Tang,T Zhang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.07521,,"This survey addresses the crucial issue of factuality in Large Language Models (LLMs). AsLLMs find applications across diverse domains, the reliability and accuracy of their outputs …",281.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Evaluating large language models: A comprehensive survey,"Z Guo,R Jin,C Liu,Y Huang,D Shi, L Yu, Y Liu… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.19736,,Large language models (LLMs) have demonstrated remarkable capabilities across a broadspectrum of tasks. They have attracted significant attention and been deployed in numerous …,237.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu,Q Zhang, Y Li… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2401.05561,,"Large language models (LLMs), exemplified by ChatGPT, have gained considerableattention for their excellent natural language processing capabilities. Nonetheless, these …",487.0,Methodology
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Cognitive mirage: A review of hallucinations in large language models,"H Ye,T Liu,A Zhang, W Hua,W Jia- arXiv preprint arXiv:2309.06794, 2023",arxiv.org,,https://arxiv.org/abs/2309.06794,,"As large language models continue to develop in the field of AI, text generation systems aresusceptible to a worrisome phenomenon known as hallucination. In this study, we …",218.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,A comprehensive survey on process-oriented automatic text summarization with exploration of llm-based methods,"Y Zhang, H Jin, D Meng, J Wang, J Tan - arXiv preprint arXiv:2403.02901, 2024",arxiv.org,,https://arxiv.org/abs/2403.02901,,"Automatic Text Summarization (ATS), utilizing Natural Language Processing (NLP)algorithms, aims to create concise and accurate summaries, thereby significantly reducing …",223.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Position: Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu… - International …, 2024",proceedings.mlr.press,,http://proceedings.mlr.press/v235/huang24x.html,,"Large language models (LLMs) have gained considerable attention for their excellentnatural language processing capabilities. Nonetheless, these LLMs present many …",88.0,Methodology
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,A systematic survey of text summarization: From statistical methods to large language models,"H Zhang,PS Yu,J Zhang- ACM Computing Surveys, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3731445,,"Text summarization research has undergone several significant transformations with theadvent of deep neural networks, pre-trained language models (PLMs), and recent large …",113.0,Survey
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Lm vs lm: Detecting factual errors via cross examination,"R Cohen, M Hamri,M Geva,A Globerson- arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2305.13281,,"A prominent weakness of modern language models (LMs) is their tendency to generatefactually incorrect text, which hinders their usability. A natural question is whether such …",180.0,Methodology
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Lave: Llm-powered agent assistance and language augmentation for video editing,"B Wang,Y Li, Z Lv,H Xia,Y Xu, R Sodhi - Proceedings of the 29th …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3640543.3645143,,"Video creation has become increasingly popular, yet the expertise and effort required forediting often pose barriers to beginners. In this paper, we explore the integration of large …",86.0,Other
FIB,Evaluating the Factual Consistency of Large Language Models Through News Summarization,Generating benchmarks for factuality evaluation of language models,"D Muhlgay,O Ram,I Magar,Y Levine, N Ratner… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2307.06908,,"Before deploying a language model (LM) within a given domain, it is important to measureits tendency to generate factually incorrect information in that domain. Existing methods for …",122.0,Benchmark
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,A comprehensive overview of large language models,"H Naveed,AU Khan,S Qiu,M Saqib,S Anwar… - ACM Transactions on …, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3744746,,Large Language Models (LLMs) have recently demonstrated remarkable capabilities innatural language processing tasks and beyond. This success of LLMs has led to a large …,1815.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Survey of hallucination in natural language generation,"Z Ji,N Lee,R Frieske,T Yu,D Su,Y Xu,E Ishii… - ACM computing …, 2023",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3571730,,Natural Language Generation (NLG) has improved exponentially in recent years thanks tothe development of sequence-to-sequence deep learning technologies such as Transformer …,5570.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Retrieval-augmented generation for large language models: A survey,"Y Gao, Y Xiong, X Gao, K Jia, J Pan,Y Bi… - arXiv preprint arXiv …, 2023",simg.baai.ac.cn,,https://simg.baai.ac.cn/paperfile/25a43194-c74c-4cd3-b60f-0a1f27f8b8af.pdf,,"Large language models (LLMs) demonstrate powerful capabilities, but they still facechallenges in practical applications, such as hallucinations, slow knowledge updates, and …",3542.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,React: Synergizing reasoning and acting in language models,"S Yao,J Zhao,D Yu,N Du,I Shafran… - The eleventh …, 2022",openreview.net,,https://openreview.net/forum?id=WE_vluYUL-X,,"While large language models (LLMs) have demonstrated impressive capabilities acrosstasks in language understanding and interactive decision making, their abilities for …",5155.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Factscore: Fine-grained atomic evaluation of factual precision in long form text generation,"S Min,K Krishna,X Lyu,M Lewis,W Yih… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2305.14251,,Evaluating the factuality of long-form text generated by large language models (LMs) is non-trivial because (1) generations often contain a mixture of supported and unsupported pieces …,875.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Beyond the imitation game: Quantifying and extrapolating the capabilities of language models,"A Srivastava, A Rastogi, A Rao,AAM Shoeb… - … on machine learning …, 2023",openreview.net,,https://openreview.net/forum?id=uyTL5Bvosj&nesting=2&sort=date-desc,,"Language models demonstrate both quantitative improvement and new qualitativecapabilities with increasing scale. Despite their potentially transformative impact, these new …",2020.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Improving text embeddings with large language models,"L Wang,N Yang,X Huang,L Yang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2401.00368,,"In this paper, we introduce a novel and simple method for obtaining high-quality textembeddings using only synthetic data and less than 1k training steps. Unlike existing …",579.0,Methodology
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Unleashing the potential of prompt engineering in large language models: a comprehensive review,"B Chen,Z Zhang,N Langrené,S Zhu- arXiv preprint arXiv:2310.14735, 2023",arxiv.org,,https://arxiv.org/abs/2310.14735,,This comprehensive review delves into the pivotal role of prompt engineering in unleashingthe capabilities of Large Language Models (LLMs). The development of Artificial Intelligence …,568.0,Survey
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Truthfulqa: Measuring how models mimic human falsehoods,"S Lin,J Hilton,O Evans- arXiv preprint arXiv:2109.07958, 2021",arxiv.org,,https://arxiv.org/abs/2109.07958,,We propose a benchmark to measure whether a language model is truthful in generatinganswers to questions. The benchmark comprises 817 questions that span 38 categories …,2553.0,Benchmark
FEVER,FEVER: a Large-scale Dataset for Fact Extraction and VERification,Text embeddings by weakly-supervised contrastive pre-training,"L Wang,N Yang,X Huang,B Jiao,L Yang… - arXiv preprint arXiv …, 2022",arxiv.org,,https://arxiv.org/abs/2212.03533,,"This paper presents E5, a family of state-of-the-art text embeddings that transfer well to awide range of tasks. The model is trained in a contrastive manner with weak supervision …",876.0,Methodology
HalluLens,HalluLens: LLM Hallucination Benchmark,Why language models hallucinate,"AT Kalai,O Nachum,SS Vempala,E Zhang- arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2509.04664,,"Like students facing hard exam questions, large language models sometimes guess whenuncertain, producing plausible yet incorrect statements instead of admitting uncertainty …",41.0,Other
HalluLens,HalluLens: LLM Hallucination Benchmark,Towards holistic evaluation of large audio-language models: A comprehensive survey,"CK Yang, NS Ho,H Lee- arXiv preprint arXiv:2505.15957, 2025",arxiv.org,,https://arxiv.org/abs/2505.15957,,"With advancements in large audio-language models (LALMs), which enhance largelanguage models (LLMs) with auditory capabilities, these models are expected to …",19.0,Survey
HalluLens,HalluLens: LLM Hallucination Benchmark,Never compromise to vulnerabilities: A comprehensive survey on ai governance,"Y Jiang,J Zhao, Y Yuan,T Zhang,Y Huang… - arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2508.08789,,"The rapid advancement of AI has expanded its capabilities across domains, yet introducedcritical technical vulnerabilities, such as algorithmic bias and adversarial sensitivity, that …",2.0,Survey
HalluLens,HalluLens: LLM Hallucination Benchmark,A comprehensive taxonomy of hallucinations in large language models,"M Cossio- arXiv preprint arXiv:2508.01781, 2025",arxiv.org,,https://arxiv.org/abs/2508.01781,,"Large language models (LLMs) have revolutionized natural language processing, yet theirpropensity for hallucination, generating plausible but factually incorrect or fabricated content …",9.0,Survey
HalluLens,HalluLens: LLM Hallucination Benchmark,Stress testing deliberative alignment for anti-scheming training,"B Schoen, E Nitishinskaya,M Balesni… - arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2509.15541,,"Highly capable AI systems could secretly pursue misaligned goals--what we call"" scheming"".Because a scheming AI would deliberately try to hide its misaligned goals and actions …",4.0,Methodology
HalluLens,HalluLens: LLM Hallucination Benchmark,The hallucination tax of reinforcement finetuning,"L Song,T Shi,J Zhao- arXiv preprint arXiv:2505.13988, 2025",arxiv.org,,https://arxiv.org/abs/2505.13988,,"Reinforcement finetuning (RFT) has become a standard approach for enhancing thereasoning capabilities of large language models (LLMs). However, its impact on model …",8.0,Methodology
HalluLens,HalluLens: LLM Hallucination Benchmark,AbstentionBench: Reasoning LLMs Fail on Unanswerable Questions,"P Kirichenko,M Ibrahim,K Chaudhuri… - arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2506.09038,,"For Large Language Models (LLMs) to be reliably deployed in both everyday and high-stakes domains, knowing when not to answer is equally critical as answering correctly. Real …",13.0,Benchmark
HalluLens,HalluLens: LLM Hallucination Benchmark,"The risks of ai-generated, hyper-personalized digital advertisements","A LeBrun- Philosophy & Technology, 2025",Springer,,https://link.springer.com/article/10.1007/s13347-025-00935-z,,"Generative AI is set to transform digital advertising, which remains the revenue juggernat formuch of the internet. In the current model, advertisers use personal data to target users with …",2.0,Other
HalluLens,HalluLens: LLM Hallucination Benchmark,MIRAGE-Bench: LLM Agent is Hallucinating and Where to Find Them,"W Zhang,Y Sun, P Huang, J Pu, H Lin… - arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2507.21017,,"Hallucinations pose critical risks for large language model (LLM)-based agents, oftenmanifesting as hallucinative actions resulting from fabricated or misinterpreted information …",1.0,Other
HalluLens,HalluLens: LLM Hallucination Benchmark,Introducing the Swiss Food Knowledge Graph: AI for Context-Aware Nutrition Recommendation,"LA Rahman,I Papathanail,S Mougiakakou- arXiv preprint arXiv …, 2025",arxiv.org,,https://arxiv.org/abs/2507.10156,,"AI has driven significant progress in the nutrition field, especially through multimedia-basedautomatic dietary assessment. However, existing automatic dietary assessment systems …",1.0,Other
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,A survey on evaluation of large language models,"Y Chang,X Wang,J Wang,Y Wu,L Yang… - ACM transactions on …, 2024",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3641289,,"Large language models (LLMs) are gaining increasing popularity in both academia andindustry, owing to their unprecedented performance in various applications. As LLMs …",4405.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Combating misinformation in the age of llms: Opportunities and challenges,"C Chen,K Shu- AI Magazine, 2024",Wiley Online Library,,https://onlinelibrary.wiley.com/doi/abs/10.1002/aaai.12188,,Misinformation such as fake news and rumors is a serious threat for information ecosystemsand public trust. The emergence of large language models (LLMs) has great potential to …,279.0,Other
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,"A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions","L Huang,W Yu,W Ma,W Zhong,Z Feng… - ACM Transactions on …, 2025",dl.acm.org,,https://dl.acm.org/doi/abs/10.1145/3703155,,"The emergence of large language models (LLMs) has marked a significant breakthrough innatural language processing (NLP), fueling a paradigm shift in information acquisition …",3037.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Hallucination is inevitable: An innate limitation of large language models,"Z Xu,S Jain,M Kankanhalli- arXiv preprint arXiv:2401.11817, 2024",arxiv.org,,https://arxiv.org/abs/2401.11817,,Hallucination has been widely recognized to be a significant drawback for large languagemodels (LLMs). There have been many works that attempt to reduce the extent of …,723.0,Other
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Trustllm: Trustworthiness in large language models,"Y Huang,L Sun,H Wang, S Wu,Q Zhang, Y Li… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2401.05561,,"Large language models (LLMs), exemplified by ChatGPT, have gained considerableattention for their excellent natural language processing capabilities. Nonetheless, these …",487.0,Methodology
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Large language models for information retrieval: A survey,"Y Zhu,H Yuan,S Wang,J Liu,W Liu,C Deng… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2308.07107,,"As a primary means of information acquisition, information retrieval (IR) systems, such assearch engines, have integrated themselves into our daily lives. These systems also serve …",585.0,Survey
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Raft: Adapting language model to domain specific rag,"T Zhang,SG Patil,N Jain,S Shen,M Zaharia… - arXiv preprint arXiv …, 2024",arxiv.org,,https://arxiv.org/abs/2403.10131,,"Pretraining Large Language Models (LLMs) on large corpora of textual data is now astandard paradigm. When using these LLMs for many downstream applications, it is …",296.0,Methodology
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,Long-form factuality in large language models,"J Wei,C Yang,X Song,Y Lu,N Hu… - Advances in …, 2024",proceedings.neurips.cc,,https://proceedings.neurips.cc/paper_files/paper/2024/hash/937ae0e83eb08d2cb8627fe1def8c751-Abstract-Conference.html,,Large language models (LLMs) often generate content that contains factual errors whenresponding to fact-seeking prompts on open-ended topics. To benchmark a model's long …,147.0,Benchmark
FreshQA,FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,"Survey on factuality in large language models: Knowledge, retrieval and domain-specificity","C Wang,X Liu,Y Yue,X Tang,T Zhang… - arXiv preprint arXiv …, 2023",arxiv.org,,https://arxiv.org/abs/2310.07521,,"This survey addresses the crucial issue of factuality in Large Language Models (LLMs). AsLLMs find applications across diverse domains, the reliability and accuracy of their outputs …",281.0,Survey
